comment,label
Điện thoại phế giá chat.,negative
Tôi cam đoan doanh số SE series chưa bao giờ bán tốt ở VN.,negative
"iPhone 11 là model mới hoàn toàn, còn SE là bản làm lại, hãy so SE với SE1 ấy!",neutral
Ai thích iphone nhỏ gọn tiện lợi thì chọn!,positive
Nhìn cái viền dầy cộp thấy quê quê sao ấy.,negative
"Bán 7 - 8 triệu thì may ra đắt hàng, chứ giá 13 triệu thì ế là chắn chắc.",negative
Mua con này về xài nếu không nói người ta sẽ tưởng mình đang xài ip 7 Không khoe được,negative
"Mua mấy con IP cũ, xtay các thị trường còn hơn. Bỏ ra hơn chục củ mà mua IP 7,8 chả đáng.",negative
"tính năng mới , chứ có gì đâu mà kêu.",neutral
Nhà táo ra cập nhật để người dùng nhanh phải thay máy ấy mà =)),neutral
Apple càng vá càng thủng. Y như rằng đem 1 lỗi mới đi trám lỗi cũ.,negative
"iOS 13.x là OS tệ nhất tôi từng trải nghiệm. Càng fix lại càng lỗi, càng nâng cấp thì iPhone dần bị xuống cấp.",negative
"Lời nhắc khéo các ifan chuẩn bị mua iPhone mới, xài 1 năm đổi cái mới để tôi càng giàu thêm ""Apple said""",neutral
"Chẳng có gì là lạ, vì đi là Ây-pồ =))..",neutral
Lần nào cập nhật phiên bản mới cũng có chuyện nhỉ?,negative
May là tôi không thích ăn táo cũng chẳng thích dùng táo ! Ngày càng nhiều lỗi,negative
"Nếu các bạn muốn biết iphone lỗi như thế nào, tệ như thế nào, bán ế ra sao hãy vào trang số hoá, nơi đây cho bạn biết tất cả",negative
"Với Apple, cập nhật xong dính lỗi là điều quá bình thường. Không bị lỗi mới là chuyện làm ifan thắc mắc, trăn trở.",negative
Lại thêm tính năng để... thay pin mới 99$ các bạn ạ.,neutral
Iphone7+ của tôi vẫn thấy bình thường khi lên ios 13.5,neutral
"Máy mình cũng Iphone 7plus sao ko thấy vấn đề gì, chạy mượt mà ,để qua đêm pin cũng chỉ xuống 1% thôi,chắc do tùy máy,Bản IOS lần này ổn định hơn trước .",positive
"Ip 11 của mình lên ios 13.5 máy nóng liên tục, có lúc k sd cũng nóng , pin tụt nhanh, trc khi lên 13.5 dùng sướng bao nhiêu thì giờ chán bấy nhiêu!",negative
"Tuyệt vời, Apple đã vá lỗi ""zero day"" và bonus thêm cho người dùng lỗi nóng pin và hao pin.",negative
"Chắc chỉ có máy của Anti fan mới bị lỗi, tui ifan sao đó giờ ít thấy lỗi sau khi cập nhật vậy cà?",neutral
Chuyện thường ngày khi Apple ra phiên bản mới của iOS,neutral
"Đã có 13.5.1, lên sẽ hết.",neutral
May quá không lên 13.5 cho con Pro max của mình. Thôi chờ 14 thì lên thể,positive
"Ai dùng iphone thì phải biết, đây là tính năng up..máy mới của nhà táo. Tính năng này đã có từ ip đời đầu mà có gì đâu nháo nhào lên thế.",neutral
Mãi mà không thấy mấy bạn iFan vào thống kê doanh số bán hàng của Apple nhỉ :D,neutral
"Sau 3-5 lần update người dùng sẽ mua máy mới thôi. Với apple mua về để nguyên theo máy xài là ổn nhất, từ X Xsmax 11 đều vậy",neutral
"Không bênh gì Apple, nhiều người sử dụng rất vô lý ""Trước khi cập nhật, pin của tôi còn 96% dung lượng, sau cập nhật, nó chỉ còn 91%"": Cập nhật xong phải hao pin chứ sao?!",neutral
"ố thế ss,ip cũng lỗi à, thua BPHONE rồi. vậy mà cứ khen hàng mỹ với hàn.",negative
Luôn là quả táo bị cắn dở,negative
"Không biết dùng điện thoại nào mới ổn đây, xin ý kiến",neutral
Đúng là hết thời Steve Jobs thì loạn. Giờ IPhone không còn là iPhone Steve Jobs nữa chắc phải đổi tên là timPhone hay đúng hơn là iPhone Tim Cook,negative
Dự là phần bình luận sẽ rất hot đây. Nếu là ss thì sam cuồng sẽ trích dẫn câu cuối của bài viết ra còn do đây là ip nên auto không thấy nhé.,neutral
"Samsung vừa dính lỗi cập nhật, giờ lại Iphone, tốt nhất là dùng cục gạch ))",negative
"Giá gốc có 399$ ~ 9tr3, về VN thành 13tr bằng mấy mẫu iphone 8 plus, x, xr... Không giảm giá có ma mới mua, ăn ít thôi chứ.",neutral
Đã nói rồi.Ở đâu thì tôi ko biết chứ Việt Nam thì đã Iphone thì phải dễ phân biệt với phiên bản cũ và giá phải đắt nhất thì mới cháy hàng được.,neutral
Chẳng ai mua vì quá bé được mỗi vi xử lý,negative
"Người dùng dễ móc túi quá nên Apple đã tận dụng triệt để những linh phụ kiện tồn kho, rồi đưa cái giá ngất ngưỡng cho sp có thiết kế lạc hậu!",negative
"Trán dô, cằm dài, xấu cay đắng, cấu hình thấp, lạc hậu, giá lại trên trời. Nghĩ mà thương cho Bphone đẹp hơn, nhiều công nghệ hơn, cấu hình nói chung cao hơn, thương hiệu trong nước lại bị chính người nhà chê bai đủ thứ.",negative
"Nhìn cái màn hình thật ""đẹp"" và hiện thị thật ""sắc nét"" với giá này thì theo 1 số chuyên gia online dự đoán là sẽ "" thành công vang dôi "". Chúc mừng Apple",positive
"Thế nào ý nhỉ. Chắc phải về 4,99 triệu mới đúng.",neutral
"iPhone không thể thành công ở phân khúc điện thoại bình dân và đa dạng Như Samsung, ifan luôn mong chờ một mẫu iphone mới và đẳng cấp nhất và sẵn sàng chi trả cho nó!",negative
Nó quá bèo và quá đắt đến nỗi fan của aple cũng không trịu xuống tiền,negative
"Ở Mỹ iPhone SE giá 9 triệu về VN đội giá lên 13 triệu, bây giờ giảm giá vẫn còn mắc hơn ở Mỹ.",negative
Ra chiếc ip8 đã là quá lắm rồi giờ lại có chiếc SE2020 này nữa. Bó tay.,negative
Ủa ủa cái điện thoại bán tồn kho cách đây mấy năm giờ bán giá trên trời à?,negative
Bỏ số tiền ấy ra mua cái đt của 3 năm trước thì quá điên rồ. Bởi vậy mới giảm giá chứ mà hot hot lại lên 20tr ấy chứ.,negative
"Vì ko khoe dc.Nhta tưởng ip 7,8",negative
Thà mua IP8 plus còn hơn )),negative
Vì aple đã lấy mẫu 5se cũ và vác mõng nó thành ip12 rồi.,neutral
Bởi vì quá xấu,negative
fai ế thôi !!!!!!!!!!!!!!!!!!11 màn hình fai ít nhất 5.3 inches .,negative
Từ khi dùng Vin smart và Bphone không quan tâm tới iPhone xem rẻ hay đắt nữa,neutral
cứ giảm đi sẽ nhiều ng mua,neutral
Ế ở đâu không biết chứ sau này khi có xếp hạng smartphone bán chạy nhất thế giới thì sẽ có trong top và vượt qua khối con máy cháy hàng của hãng gì đó.,neutral
Mua để khoe khoang thì ai mua iPhone nhìn giống iPhone 8 về làm gì.,negative
Ip8 phiên bản A13. Giảm xung nhịp con chip để nhét hồn vào xác và bán. Thế thôi!,neutral
Có khi nào giá tiếp tục xuống không nhể!?,neutral
"Người Việt Nam có lòng tự tôn dân tộc sẽ không dùng hàng Trung Quốc, nhất là điện thoại, vì thông tin người dùng sẽ được tự động gửi về máy chủ.",neutral
Người Việt xài hàng Việt. Xài chi mấy cái điện thoại Heo Quay không có Google!,positive
Mua hàng anh Vượng ủng hộ thương hiệu Việt thấy tốt hơn.,positive
"Dù phần cứng tốt nhưng dịch vụ thiết yếu không có sẽ khó bán, windows phone là một ví dụ điển hình. Hơn nữa lòng tin của người tiêu dùng đang được thử thách.",neutral
"VN mình nay đã làm được smart phone sao lại phải mua ĐT Trung Quốc lại co nguy cơ không có google, youtube.",positive
"Giảm hẳn 7tr luôn, kinh thật! Ai mua smartphone này chắc đứt ruột đây",negative
"Không các ứng dụng của google, không fb , vậy khác gì điện thoại đen trắng? mà điện thoại đen trắng giá vậy thì chỉ có dại mới mua?",negative
"Google đã ảnh hưởng quá lớn lớn công việc và cuộc sống của người dân ngoài Trung Quốc. Bây giờ, sản phẩm không có google thì ai mà dùng.",negative
Chừng ấy tiền mua cái máy chụp hình tầm trung lợi hơn. Mua cái này về nguy cơ đầy ra nguy hiểm cho bản thân. Không nên chơi dại,negative
"Điện thoại gì mà giảm 30%, iPhone mà giảm vậy chắc ngon à.",positive
Vẫn còn đắt )),negative
Mua cái đt này còn điên rồ hơn cả mua ip nữa.,negative
Bye bye heo quay nhé,negative
Với bấy nhiêu tiền thà mua còn note10+ like new còn hạnh phúc hơn nhiều thưa các bác!,neutral
Điện thoại này nếu nhớ ko lầm thì Apple thu lại giá 28-38$ thì phải,neutral
Đợi tháng sau giảm còn 5tr mua chơi game cho vui!,positive
"Tính ra những người mua đt TQ giàu gớm...bỏ ra mười mấy tr mà ko cần quan tâm sẽ thu lại tiền sau sử dựng, chứ iphone thì thu hồi cũng đc nữa giá..",neutral
"Xuống giá còn 1,3 tr may ra mới cạnh tranh được Vsmart.",neutral
Tôi dự tính đang giảm giá sẽ mua 1 chiếc cho ku con mình chơi tạt lon.,neutral
"Không biết những người khoe mượt, chụp ảnh đẹp họ đang nghĩ gì. Vì hơn 20tr mà không Google thì tuyệt ở đâu",negative
Ông nào trước kêu tôi vẫn mua huawei thì tranh thủ thôi.. đang giảm hơn nửa ồi..,neutral
5tr mua về chơi game được đấy.,positive
"Điện thoại này quá xuất sắc, tôi cũng vừa mua một cái.",positive
"15 tr mua đồ chơi trẻ con , lại độc hại nữa",negative
"Nếu chơi game, lướt web tôi ôm con tầm 5 triệu vẫn chụp hình được. Ôm con body DSLR tầm 5 triệu, 4 triệu sắm cái lens đủ combo nghe - gọi - chụp",neutral
Một triệu hai là hợp lý nhất,positive
K có ggplay thì giảm 7tr cũng k có gì lạ nhưng hãng nào có ggplay mà cũng bị giảm tới 7tr thì mới đáng nói,neutral
Đang sài 2 con vsmart vs 1 con Bphone 3. Haha,positive
"họ bán trong nước họ xài chứ thế giới ai mà mua, giảm cũng vậy",negative
Tháng sau giảm còn 7tr đồng,neutral
"Nó là một điện thoại rất tốt nhưng ko google , linh kiện mỹ thì mình chịu rồi",negative
Phen này huawei đứt bóng tại Việt Nam .,negative
A80 của nhà Samsung là thất bại lớn nhất cho một sản phẩm kém hoàn thiện được thương mại vội vã.,negative
Chờ về giá trị thực của nó rồi mua )),neutral
"A80 mới ra mắt 1 năm mà đã giảm 50% và hết vòng đời. Tuổi thọ của samsung ngắn thật, làm vậy ai dám mua",negative
A80 giảm kinh thật!,negative
"Có phải do Bphone, Vsmart của mình không hả mọi người",neutral
Giảm nữa đi em ơi,neutral
Tôi thích iphone nhưng cái giá ip7 tôi thấy sợ.,neutral
"Thiệt mà nói điện thoai samsung mọi phân khúc đều cùi, soán ngôi trước đây của oppo.",negative
"Tưởng táo 11 giảm giá, táo 7 ai sử dụng nữa mà giảm.",negative
"Thừa tiền đi mua tai thỏ khuyết tật, bán 5 triệu còn xem qua, chán ifan",negative
"Giá vẫn trên trời lắm, nhiều người mua máy chỉ vì xu hướng, hiệu năng có mấy ai dùng hết!",negative
A80 samsung nói chung quá tệ hại,negative
Giờ Samsung không còn độc quyền mà vấp phải sự cạnh tranh cực kỳ lớn từ điện thoại Trung Quốc và Vsmart của Việt Nam nên không thể để giá cao được.,neutral
"Cứ chờ nữa đi nó sẽ giảm giá tiếp. Mỗi ngày đều làm ra máy mới, nhưng số người xài đâu có tăng lên. Chờ 5G đi.",neutral
"Ảnh hướng mùa Cô Vy, điện thoại đua nhau giảm giá.",neutral
"Toàn là giá ảo, giá trị ảo. NSX làm giá cao, giờ mới đưa sản phẩm về đúng giá trị.",negative
"Tôi thấy ở Pháp, IP XS đang cháy hàng, loại 64 chỉ còn 659 đến 699 Euros tùy nơi bán. Hauwei dòng P30 hay pro xuống 50%. Cơ hội cho ai thích đt cao cấp.",neutral
SE 2020 chưa bán chính hãng mà đã giảm giá thế kia r. Đua theo S20 hay gì. Haha,neutral
 Tuỳ vào dung lượng máy bao nhiêu Gigabite nhé. iPhone 128g mà có giá đó mới sợ đấy,neutral
Cái a80 đang dần về đúng GIÁ TRỊ THẬT của nó,neutral
"Cứ mua sau khoảng 2 - 3 năm, bạn sẽ được sử dụng những điện thoại cao cấp với giá rất mềm.",neutral
"Ra mắt tháng 6. Màn hình to, pin thì bé, cấu hình tầm trung. Có mỗi camera lật là khác biệt. Giá bán phân khúc cao cấp chả ế.",negative
Vâng! Các CEO smartphone đều hiểu rõ: mắc quá không ai thèm mua...,neutral
ông A80 làm quả giảm giá đúng kiểu sập sàn )),neutral
Giảm còn 5 tr mua liền tay.,neutral
Chính vì cái camera lật và ảo giá nên A8 mới chết thảm như vậy đó.,negative
SS giảm giá nhanh vậy thì các Sfan lại vui lắm vì có thể sở hữu dc máy mới và cười vào mặt những người đã phải bỏ ra 1 đống tiền mới có thể sở hữu dc nó trước đây.,neutral
Trong khi asus rog 2 mình mua đã 1 năm rồi mà đến giờ giá hàng mới chỉ giảm có 100k,neutral
Con A80 lúc mới ra giá quá cao,negative
Giảm sâu nữa đi shopping,neutral
Apple lun đi trc thời đại,neutral
Vẫn sạc nhanh 5W chứ?,neutral
"Sau khi nghe thông tin này, năm sau các hãng khác bắt đầu ra sản phẩm đi trước Apple rồi, còn Apple đến năm 2021 sẽ định nghĩa lại!",neutral
"Có thể Các hãng Android sẽ làm trước, sau đó Fan Android nói Apple đi sau 5 năm.",neutral
"vậy thôi ko mua iphone 12,đợi iphone 13 ra hahaha",neutral
cười nhẹ một phát cho mấy đứa cuồng,negative
Năm sau Apple bán bộ sạc 1000 đô dành cho iPhone cho mà coi.,neutral
Sang năm sau hãng tiên phong sẽ cho ra mắt bản điện thoại hai mặt lưng và không có một lỗ nào. Ha ha.,neutral
